BRAND_NAME,WEEK_NUMBER,HIGHEST_REVENUE_BY_BRANDNAME
HUAWEI,23,28.92640855
HUAWEI,24,33.336512714
HUAWEI,25,32.680971189
HUAWEI,26,27.264292553
HUAWEI,27,25.655186705
HUAWEI,28,23.96848495
HUAWEI,29,30.889672684
HUAWEI,30,30.505516549
HUAWEI,31,25.11392726
HUAWEI,32,28.843565385
HUAWEI,33,34.002064886
HUAWEI,34,30.877278191
HUAWEI,35,27.22974482
I KALL,34,23.764261539
I KALL,35,18.319456394
IBRIT,22,11.980120212
IBRIT,23,11.231984003
IBRIT,24,19.647502528
IBRIT,25,9.507215877
IBRIT,26,19.029195108
IBRIT,27,9.846974528
IBRIT,28,20.247295896
IBRIT,29,17.45576091
IBRIT,30,7.83471292
IBRIT,31,11.397280058
IBRIT,32,9.062215493
IBRIT,33,20.017333926
IBRIT,34,29.417575315
IBRIT,35,23.443106286
ICE PHONE,31,3.801322198
ICE PHONE,32,9.884176264
ICE PHONE,33,17.154597131
ICE PHONE,34,15.348222663
ICE PHONE,35,16.308411569
IMAM TELECOM,22,20.066489463
IMAM TELECOM,23,20.532836929
IMAM TELECOM,24,22.615834315
IMAM TELECOM,25,20.666390334
IMAM TELECOM,26,19.748249052
IMAM TELECOM,27,20.452260372
IMAM TELECOM,28,20.261047428
IMAM TELECOM,29,23.279134088
IMAM TELECOM,30,20.294232716
IMAM TELECOM,31,23.319221144
IMAM TELECOM,32,21.228001222
IMAM TELECOM,33,21.428703459
IMAM TELECOM,34,27.573222241
IMAM TELECOM,35,22.867835476
IMAX,22,9.364278378
IMAX,23,18.90777105
IMAX,24,9.593342584
IMAX,25,18.132357947
IMAX,26,18.768839268
IMAX,27,16.182671191
IMAX,28,13.29458751
IMAX,29,17.581020692
IMAX,30,19.043958117
IMAX,31,19.342418609
IMAX,32,17.687085398
IMAX,33,16.352451794
IMAX,34,12.51231195
IMAX,35,22.646448326
INEW,22,14.171973678
INEW,23,7.443793697
INEW,24,13.128588551
INEW,25,6.505742487
INEW,26,5.369776172
INEW,29,6.97483074
INEW,30,2.413943863
INEW,31,17.943710571
INEW,32,17.4665617
INEW,33,3.012156334
INEW,34,17.197908754
INEW,35,16.792642428
INFINIX,22,4.554879203
INFINIX,23,20.950644135
INFINIX,24,1.326750593
INFINIX,25,18.170874517
INFINIX,26,15.961611703
INFINIX,27,14.359745624
INFINIX,28,9.21473005
INFINIX,29,18.373292893
INFINIX,30,19.990646667
INFINIX,31,20.602931872
INFINIX,32,19.456951855
INFINIX,33,20.488062626
INFINIX,34,16.513311378
INFINIX,35,17.891851984
INNJOO,22,19.101870057
INNJOO,23,7.334297373
INNJOO,24,17.081027449
INNJOO,25,18.925517312
INNJOO,26,19.928057193
INNJOO,27,14.861620957
INNJOO,28,14.698411482
INNJOO,29,17.554061974
INNJOO,30,11.021170194
INNJOO,31,21.10720925
INNJOO,32,12.141878321
INNJOO,33,20.58711998
INNJOO,34,16.106759244
INNJOO,35,5.641003591
INNOS,29,16.343996666
INNOS,31,12.74446837
INNOS,32,14.228978454
INNOS,33,9.1125087
INNOS,34,9.488168853
INNOS,35,14.000910891
INOVA TE,30,2.27073077
INOVA TE,31,15.415328476
INOVA TE,32,1.606560496
INOVA TE,33,13.704645355
INOVA TE,34,6.867283306
INOVA TE,35,15.326066946
INTEX,22,21.044112127
INTEX,23,18.146499304
INTEX,24,18.592406249
INTEX,25,19.043308658
INTEX,26,19.488594072
INTEX,27,17.249646343
INTEX,28,19.139216867
INTEX,29,19.888223718
INTEX,30,18.288897475
INTEX,31,21.351980842
INTEX,32,20.197243432
INTEX,33,19.582959491
INTEX,34,21.94683377
INTEX,35,21.860163353
IPRO,22,9.293021132
IPRO,23,15.445421707
IPRO,24,6.269932613
IPRO,25,2.084691761
IPRO,26,18.959147629
IPRO,27,3.048785495
IPRO,28,6.00593379
IPRO,29,5.555999059
IPRO,30,14.053630407
IPRO,31,21.697024968
IPRO,32,13.484166131
IPRO,33,17.614052783
IPRO,34,8.447067654
IPRO,35,19.385838927
ITEL,22,25.824250357
ITEL,23,25.223018629
ITEL,24,25.056415633
ITEL,25,22.216918434
ITEL,26,22.026154565
ITEL,27,24.276255318
ITEL,28,26.433637667
ITEL,29,26.866294591
ITEL,30,22.573269712
ITEL,31,31.157056489
ITEL,32,25.036360301
ITEL,33,28.247783573
ITEL,34,27.209460649
ITEL,35,27.064463226
IYOU,22,19.97777864
IYOU,23,16.913694155
IYOU,24,15.826345634
IYOU,25,14.213744704
IYOU,26,18.636470552
IYOU,27,15.119334611
IYOU,28,20.017113168
IYOU,29,20.126721367
IYOU,30,22.537595195
IYOU,31,17.549733478
IYOU,32,20.163329604
IYOU,33,22.842937425
IYOU,34,19.869523832
IYOU,35,22.709880564
J-MAX,22,16.375977725
J-MAX,23,19.587462666
J-MAX,25,9.691338332
J-MAX,26,5.538519287
J-MAX,27,17.972068251
J-MAX,28,5.7825731
J-MAX,29,11.879885218
J-MAX,30,14.807578543
J-MAX,31,4.927385098
J-MAX,32,7.009090639
J-MAX,33,11.2178288
J-MAX,34,14.744890435
JABLOCOM,22,17.097762146
JABLOCOM,23,21.345981114
JABLOCOM,24,5.533528761
JABLOCOM,25,18.978443321
JABLOCOM,26,11.663306979
JABLOCOM,27,4.729350568
JABLOCOM,28,14.215323184
JABLOCOM,29,11.348235506
JABLOCOM,30,12.283857935
JABLOCOM,31,5.444470961
JABLOCOM,32,11.59960278
JABLOCOM,33,13.224695149
JABLOCOM,34,7.4036137
JABLOCOM,35,19.146967234
JIN HUI MA,22,9.037889128
JIN HUI MA,23,19.620968648
JIN HUI MA,24,8.798152019
JIN HUI MA,25,12.389903612
JIN HUI MA,26,15.469844702
JIN HUI MA,27,10.936643445
JIN HUI MA,28,13.224274499
JIN HUI MA,29,16.182472541
JIN HUI MA,30,17.430162208
JIN HUI MA,31,19.131782272
JIN HUI MA,32,19.233256427
JIN HUI MA,33,17.659538388
JIN HUI MA,34,10.100059498
JIN HUI MA,35,19.333400811
JINGSTON,22,19.198583095
JINGSTON,24,11.993630503
JINGSTON,25,7.413175237
JINGSTON,27,4.586997753
JINGSTON,28,8.219830723
JINGSTON,31,9.076706111
JINGSTON,33,19.743401806
JINGSTON,35,2.201587713
JINI,22,13.754428722
JINI,23,12.267535918
JINI,24,16.131411308
JINI,25,2.709039595
JINI,26,10.999712507
JINI,27,19.306533612
JINI,28,14.055041182
JINI,29,17.941282939
JINI,30,18.571774889
JINI,31,20.537874243
JINI,32,15.393825269
JINI,33,22.021836612
JINI,34,20.556965903
JINI,35,15.536796746
JINPENG,22,10.966230088
JINPENG,23,17.41181522
JINPENG,24,19.464706072
JINPENG,25,14.999712017
JINPENG,26,6.848045139
JINPENG,27,0.7528383474
JINPENG,28,3.492618829
JINPENG,29,8.098087666
JINPENG,30,15.929638816
JINPENG,31,12.667749481
JINPENG,32,14.89256331
JINPENG,33,18.798757359
JINPENG,34,6.881680647
JINPENG,35,7.664471027
KALIHO,22,4.57498292
KALIHO,23,9.344865638
KALIHO,24,7.255963975
KALIHO,25,19.208515462
KALIHO,26,7.221204008
KALIHO,27,2.272834174
KALIHO,28,19.456477373
KALIHO,29,8.201681945
KALIHO,30,1.939776771
KALIHO,31,3.0819977
KALIHO,32,0.7717723216
KALIHO,33,15.490991297
KALIHO,34,11.334154534
KALIHO,35,18.230146498
KARBONN,22,15.41444405
KARBONN,23,14.622468119
KARBONN,24,9.604418299
KARBONN,25,13.730138674
KARBONN,26,6.950188301
KARBONN,33,20.269687977
KARBONN,34,5.19074375
KARBONN,35,2.520633756
KECHAO,22,20.456372059
KECHAO,23,21.337556677
KECHAO,24,21.219064233
KECHAO,25,22.347085321
KECHAO,26,20.326131903
KECHAO,27,19.750540746
KECHAO,28,18.450278715
KECHAO,29,21.54456581
KECHAO,30,18.83748751
KECHAO,31,20.387720393
KECHAO,32,20.193853033
KECHAO,33,21.501026462
KECHAO,34,24.820657182
KECHAO,35,27.733965751
KIMFLY,23,6.848389336
KIMFLY,24,2.121555747
KIMFLY,25,16.572865475
KIMFLY,34,6.672792324
KIMFLY,35,18.575506206
KINGSTAR,22,21.238705891
KINGSTAR,23,26.091082592
KINGSTAR,24,29.320824775
KINGSTAR,25,22.096099994
KINGSTAR,26,20.642938924
KINGSTAR,27,21.762742309
KINGSTAR,28,20.599708719
KINGSTAR,29,22.002988551
KINGSTAR,30,21.009672297
KINGSTAR,31,23.296413885
KINGSTAR,32,29.103144601
KINGSTAR,33,27.150576963
KINGSTAR,34,29.584530363
KINGSTAR,35,28.644575341
KINGZONE,22,3.977938004
KINGZONE,23,5.720466939
KINGZONE,33,17.531389286
KINGZONE,34,18.457181064
KINGZONE,35,6.219676708
KOLOR,22,15.1529261
KOLOR,23,18.232307927
KOLOR,24,13.918706942
KOLOR,25,17.000303075
KOLOR,26,15.80488049
KOLOR,27,13.002096064
KOLOR,28,17.804101411
KOLOR,29,6.133002212
KOLOR,30,18.748938907
KOLOR,31,7.878780202
KOLOR,32,4.075395298
KOLOR,33,18.859172107
KOLOR,34,3.046635754
KOLOR,35,20.570357363
KONKA,22,15.654833589
KONKA,23,13.207027072
KONKA,24,4.22269115
KONKA,25,12.788983194
KONKA,26,5.330247448
KONKA,27,6.09485638
KONKA,28,6.907293291
KONKA,29,4.092475814
KONKA,30,4.486644353
KONKA,31,4.344500294
KONKA,32,8.593872227
KONKA,33,6.963882037
KONKA,34,13.273091437
KONKA,35,8.399082158
KZG,22,19.586908993
KZG,23,15.529760387
KZG,24,19.55622433
KZG,25,17.676742694
KZG,26,2.102645231
KZG,27,0.3364452085
KZG,28,3.463691018
KZG,29,15.432098549
KZG,30,4.706052725
KZG,31,9.592788301
KZG,32,11.013519062
KZG,33,15.17891256
KZG,34,2.789260888
KZG,35,20.651908812
LANSHUO,27,8.101641062
LANSHUO,28,6.550676543
LANSHUO,29,16.37457084
LANSHUO,30,8.423661462
LANSHUO,31,4.955632351
LANSHUO,32,7.971480995
LANSHUO,33,6.465841529
LANSHUO,35,3.488287264
LAVA,22,24.314421621
LAVA,23,25.204607165
LAVA,24,26.958546698
LAVA,25,21.758621764
LAVA,26,25.038236587
LAVA,27,24.474537544
LAVA,28,31.312834022
LAVA,29,22.614157732
LAVA,30,25.426627838
LAVA,31,23.806096016
LAVA,32,24.584939633
LAVA,33,28.948027435
LAVA,34,24.568926555
LAVA,35,24.051269604
LEAGOO,22,13.186559412
LEAGOO,23,10.398203782
LEAGOO,24,4.441944706
LEAGOO,25,8.871230844
LEAGOO,26,13.981332391
LEAGOO,27,12.383650165
LEAGOO,28,18.564206324
LEAGOO,29,11.142510886
LEAGOO,30,15.04138835
LEAGOO,31,2.971381278
LEAGOO,32,15.018227631
LEAGOO,33,6.443279706
LEAGOO,34,8.728823824
LEAGOO,35,19.000600871
LECOM,22,13.952424736
LECOM,23,15.843887292
LECOM,24,15.479842713
LECOM,25,19.379045356
LECOM,26,20.476426654
LECOM,27,18.607762104
LECOM,28,20.38550858
LECOM,29,11.080005583
LECOM,30,17.511757294
LECOM,31,18.446373947
LECOM,32,17.373169095
LECOM,33,17.534806208
LECOM,34,17.096713483
LECOM,35,20.696178243
LEMON,22,14.724631356
LEMON,23,20.712257911
LEMON,24,8.652327108
LEMON,25,13.755296004
LEMON,26,14.241721424
LEMON,27,12.033587276
LEMON,28,0.7102601352
LEMON,29,1.619301115
LEMON,30,17.379143236
LEMON,31,20.698816786
LEMON,32,18.218198001
LEMON,33,11.463046242
LEMON,34,18.836520838
LEMON,35,21.855135981
LENOVO,22,22.563715132
LENOVO,23,29.478371852
LENOVO,24,31.519941601
LENOVO,25,20.92325001
LENOVO,26,26.376951577
LENOVO,27,20.677927466
LENOVO,28,21.316607417
LENOVO,29,21.410968647
LENOVO,30,23.340371534
LENOVO,31,26.488853768
LENOVO,32,27.84110585
LENOVO,33,21.198165962
LENOVO,34,30.278800789
LENOVO,35,25.487081492
LEPHONE,22,19.969568375
LEPHONE,23,21.123531967
LEPHONE,24,24.533326565
LEPHONE,25,16.9072058
LEPHONE,26,20.278397747
LEPHONE,27,13.070615965
LEPHONE,28,10.290802228
LEPHONE,29,20.124769518
LEPHONE,30,20.499522944
LEPHONE,31,21.329984973
LEPHONE,32,20.458757889
LEPHONE,33,19.095268928
LEPHONE,34,21.553832118
LEPHONE,35,20.349717724
LESOM,22,16.004623213
LESOM,23,20.935472535
LESOM,24,18.821103691
LESOM,25,6.36438888
LESOM,26,19.821371223
LESOM,27,14.949442297
LESOM,28,19.611078483
LESOM,29,4.092089984
LESOM,30,5.191488247
LESOM,31,20.857995016
LESOM,32,16.733170336
LESOM,33,13.590976691
LESOM,34,16.891797299
LESOM,35,10.995585576
LESUN,22,18.720460053
LESUN,23,5.688995192
LESUN,24,20.847210897
LESUN,25,18.000718297
LESUN,26,19.956487148
LESUN,27,6.279780907
LESUN,28,10.748637509
LESUN,29,12.174453046
LESUN,30,4.77920435
LESUN,31,1.460574803
LESUN,32,19.727904864
LESUN,33,10.998422513
LESUN,34,9.851890038
LESUN,35,3.354969202
LG,22,20.277569998
LG,23,21.780797546
LG,24,27.488763042
LG,25,20.643872185
LG,26,19.516975234
LG,27,24.664790351
LG,28,20.394828681
LG,29,22.57603526
LG,30,21.300354928
LG,31,23.601471952
LG,32,25.548624621
LG,33,23.478106743
LG,34,21.686756919
LG,35,23.120107171
LINNEX,22,13.227577458
LINNEX,23,14.325878324
LINNEX,24,9.610339799
LINNEX,25,17.468315632
LINNEX,26,12.004178527
LINNEX,27,22.542684331
LINNEX,28,9.709420358
LINNEX,29,16.832790083
LINNEX,30,16.10398374
LINNEX,31,20.218535324
LINNEX,32,18.023253316
LINNEX,33,21.132867154
LINNEX,34,18.97618703
LINNEX,35,21.528651098
LINNEX ELECTRONICS,22,19.05508853
LINNEX ELECTRONICS,23,17.483111427
LINNEX ELECTRONICS,24,20.129389205
LINNEX ELECTRONICS,25,18.943899091
LINNEX ELECTRONICS,26,20.335549567
LINNEX ELECTRONICS,27,17.813774196
LINNEX ELECTRONICS,28,20.321574153
LINNEX ELECTRONICS,29,19.912998765
LINNEX ELECTRONICS,30,21.775812905
LINNEX ELECTRONICS,31,23.858545524
LINNEX ELECTRONICS,32,22.363312787
LINNEX ELECTRONICS,33,20.401288243
LINNEX ELECTRONICS,34,20.885524884
LINNEX ELECTRONICS,35,20.140415015
LITEEL,22,20.766234413
LITEEL,23,24.480191887
LITEEL,24,23.946274011
LITEEL,25,25.019043328
LITEEL,26,23.275039809
LITEEL,27,20.873053386
LITEEL,28,20.349182202
LITEEL,29,23.11913829
LITEEL,30,22.643284579
LITEEL,31,25.153732381
LITEEL,32,24.975145448
LITEEL,33,23.070707542
LITEEL,34,29.325112331
LITEEL,35,22.2080217
LULU CENTER,22,19.428994473
LULU CENTER,23,22.335203297
LULU CENTER,24,9.23580542
LULU CENTER,25,20.00352168
LULU CENTER,26,18.521808498
LULU CENTER,27,18.837982234
LULU CENTER,28,10.617469357
LULU CENTER,29,18.032876546
LULU CENTER,30,14.034701949
LULU CENTER,31,14.899476728
LULU CENTER,32,15.477944891
LULU CENTER,33,17.185386993
LULU CENTER,34,7.622723261
LULU CENTER,35,0.916195728
M-HORSE,22,2.231832469
M-HORSE,23,1.56591843
M-HORSE,24,18.426095551
M-HORSE,25,13.182977143
M-HORSE,26,14.25934914
M-HORSE,27,18.596000473
M-HORSE,28,17.497000221
M-HORSE,29,1.175858
M-HORSE,30,4.522041759
M-HORSE,31,13.585161061
M-HORSE,32,11.834071297
M-HORSE,33,4.503364173
M-HORSE,34,5.640962379
M-HORSE,35,10.82927041
M.S. SOHA,22,15.014405515
M.S. SOHA,23,5.514563836
M.S. SOHA,24,24.347781624
M.S. SOHA,25,15.687480112
M.S. SOHA,26,12.793180184
M.S. SOHA,27,18.398529577
M.S. SOHA,28,18.69729965
M.S. SOHA,29,9.998521107
M.S. SOHA,30,15.479172789
M.S. SOHA,31,16.328420963
M.S. SOHA,32,12.929908914
M.S. SOHA,33,12.596305022
M.S. SOHA,34,17.688536288
M.S. SOHA,35,15.930079854
MAGICON,22,13.423621598
MAGICON,23,9.271248541
MAGICON,24,7.626194965
MAGICON,25,6.358522608
MAGICON,26,12.127963162
MAGICON,27,19.709978845
MAGICON,28,8.918588344
MAGICON,29,20.431949702
MAGICON,30,3.500301909
MAGICON,31,18.453323123
MAGICON,32,14.940219241
MAGICON,33,6.555636516
MAGICON,34,3.875346555
MAGICON,35,18.136173522
MAGNUS,22,12.600343276
MAGNUS,23,16.339678402
MAGNUS,24,12.908835186
MAGNUS,25,16.807770358
MAGNUS,26,15.199030147
MAGNUS,27,10.010862999
MAGNUS,28,18.892059772
MAGNUS,29,21.264258778
MAGNUS,30,12.492946957
MAGNUS,31,19.284077088
MAGNUS,32,17.384332457
MAGNUS,33,20.787611536
MAGNUS,34,17.45261093
MAGNUS,35,16.062292547
MAK MOBILITY PRIVATE LIMITED,31,17.462588948
MAK MOBILITY PRIVATE LIMITED,32,4.482798318
MAK MOBILITY PRIVATE LIMITED,33,7.951457519
MAK MOBILITY PRIVATE LIMITED,34,12.106162807
MAK MOBILITY PRIVATE LIMITED,35,19.108534011
MAXIMUS,22,26.117981341
MAXIMUS,23,32.799489851
MAXIMUS,24,38.134154615
MAXIMUS,25,23.810800352
MAXIMUS,26,29.802465055
MAXIMUS,27,21.655765029
MAXIMUS,28,23.409490213
MAXIMUS,29,23.252640049
MAXIMUS,30,19.953217965
MAXIMUS,31,22.433419985
MAXIMUS,32,24.596193138
MAXIMUS,33,22.772308453
MAXIMUS,34,24.157351898
MAXIMUS,35,25.879840897
MAXIS MOBILE,22,17.235193176
MAXIS MOBILE,23,20.364331312
MAXIS MOBILE,24,20.912083324
MAXIS MOBILE,25,4.320260518
MAXIS MOBILE,26,19.967478735
MAXIS MOBILE,27,8.231317685
MAXIS MOBILE,28,7.731755169
MAXIS MOBILE,29,10.453293484
MAXIS MOBILE,30,9.033161952
MAXIS MOBILE,31,5.587957408
MAXIS MOBILE,32,22.095491866
MAXIS MOBILE,33,10.042181885
MAXIS MOBILE,34,7.813959337
MAXIS MOBILE,35,4.50984035
MAXTELFZE,22,15.847897963
MAXTELFZE,23,3.432991527
MAXTELFZE,24,2.791750347
MAXTELFZE,25,4.491955657
MAXTELFZE,29,1.779211991
MAXTELFZE,30,16.072939884
MAXTELFZE,31,6.701892687
MAXTELFZE,32,2.135100476
MAXTELFZE,33,12.516250858
MAXTELFZE,34,5.359240569
MAXTELFZE,35,19.650906416
MEEM,22,16.397331756
MEEM,23,10.313430822
MEEM,24,17.55491271
MEEM,25,2.164118814
MEEM,26,7.576907104
MEEM,27,8.770599286
MEEM,28,16.543584096
MEEM,29,15.834610248
MEEM,30,19.868627103
MEEM,31,14.107858971
MEEM,32,18.703379093
MEEM,33,5.478877266
MEEM,34,5.911835879
MEEM,35,5.231719952
MEIZU,22,17.159221727
MEIZU,23,7.431592916
MEIZU,24,16.608272993
MEIZU,25,15.178132643
MEIZU,26,12.484592519
MEIZU,27,2.784680797
MEIZU,28,16.336234191
MEIZU,29,4.827975159
MEIZU,30,18.448635863
MEIZU,31,19.326904566
MEIZU,32,14.993463621
MEIZU,33,10.630199303
MEIZU,34,15.464190091
MEIZU,35,4.176417579
MERA ONE DIGITAL,22,24.552742223
MERA ONE DIGITAL,23,20.020133902
MERA ONE DIGITAL,24,16.79959578
MERA ONE DIGITAL,25,19.273765099
MERA ONE DIGITAL,26,15.319118291
MERA ONE DIGITAL,27,21.508677243
MERA ONE DIGITAL,28,20.852637822
MERA ONE DIGITAL,29,16.656176192
MERA ONE DIGITAL,30,19.588218607
MERA ONE DIGITAL,31,21.851125507
MERA ONE DIGITAL,32,20.658758764
MERA ONE DIGITAL,33,16.193366647
MERA ONE DIGITAL,34,15.512185249
MERA ONE DIGITAL,35,17.23613414
METROCEM,23,0.8892391741
METROCEM,24,10.354724251
METROCEM,25,6.741846695
METROCEM,28,17.480646471
METROCEM,29,7.236375271
METROCEM,30,12.397844894
METROCEM,31,12.747363631
METROCEM,32,9.858038741
METROCEM,33,18.936714659
METROCEM,34,10.946517615
METROCEM,35,1.815505712
MICROMAX,22,21.191217854
MICROMAX,23,23.009346352
MICROMAX,24,26.236862029
MICROMAX,25,21.758621764
MICROMAX,26,21.834758092
MICROMAX,27,22.754315572
MICROMAX,28,21.54357912
MICROMAX,29,21.768181688
MICROMAX,30,21.80737524
MICROMAX,31,25.906700771
MICROMAX,32,24.768287378
MICROMAX,33,28.963830638
MICROMAX,34,40.926535884
MICROMAX,35,30.36843784
MICROSOFT,22,21.182792675
MICROSOFT,23,20.9234355
MICROSOFT,24,22.549598552
MICROSOFT,25,20.534663061
MICROSOFT,26,22.167630748
MICROSOFT,27,19.816478368
MICROSOFT,28,20.207030297
MICROSOFT,29,24.883651318
MICROSOFT,30,21.599290871
MICROSOFT,31,21.688670275
MICROSOFT,32,21.83525183
MICROSOFT,33,19.65816106
MICROSOFT,34,20.960242053
MICROSOFT,35,20.112901259
MOTOROLA,22,22.417822089
MOTOROLA,23,27.646291535
MOTOROLA,24,22.567448898
MOTOROLA,25,18.201219701
MOTOROLA,26,21.260820352
MOTOROLA,27,25.223079249
MOTOROLA,28,19.434101864
MOTOROLA,29,20.362378024
MOTOROLA,30,24.124978001
MOTOROLA,31,21.85812661
MOTOROLA,32,28.975562193
MOTOROLA,33,24.46803004
MOTOROLA,34,21.761814022
MOTOROLA,35,20.144747521
MYCELL,22,20.161706685
MYCELL,23,20.622998206
MYCELL,24,21.190396367
MYCELL,25,20.80545782
MYCELL,26,19.067001635
MYCELL,27,20.484041058
MYCELL,28,20.141307308
MYCELL,29,20.555940921
MYCELL,30,20.594459933
MYCELL,31,22.800923673
MYCELL,32,21.329381289
MYCELL,33,24.515380913
MYCELL,34,24.700762721
MYCELL,35,20.397143136
NAMIRA,22,7.238079673
NAMIRA,23,13.226654543
NAMIRA,24,14.386175191
NAMIRA,25,10.711001501
NAMIRA,26,9.937445233
NAMIRA,27,15.059974049
NAMIRA,28,19.876109968
NAMIRA,29,6.157306238
NAMIRA,30,16.640262449
NAMIRA,31,21.620428003
NAMIRA,32,19.385027257
NAMIRA,33,21.401204839
NAMIRA,34,16.57243161
NAMIRA,35,16.48933649
NATIONAL STORE,22,19.505610193
NATIONAL STORE,23,10.330393136
NATIONAL STORE,24,20.026026678
NATIONAL STORE,25,8.315447361
NATIONAL STORE,26,5.954202263
NATIONAL STORE,27,16.756504519
NATIONAL STORE,28,8.477071759
NATIONAL STORE,29,7.243719556
NATIONAL STORE,30,20.259164417
NATIONAL STORE,31,3.666163836
NATIONAL STORE,32,20.220784632
NATIONAL STORE,33,7.881101412
NATIONAL STORE,34,15.641192127
NATIONAL STORE,35,8.187772864
NAVTECH,22,11.618755794
NAVTECH,23,9.829661577
NAVTECH,24,8.144684582
NAVTECH,25,18.582686319
NAVTECH,26,3.286820659
NAVTECH,27,12.123722621
NAVTECH,28,5.838593549
NAVTECH,29,3.026225401
NAVTECH,30,8.779337262
NAVTECH,31,6.708428767
NAVTECH,32,19.187366657
NAVTECH,33,16.86792843
NAVTECH,34,7.668730568
NAVTECH,35,1.860105731
NEXUS,22,2.499837588
NEXUS,23,3.883010967
NEXUS,24,20.126420606
NEXUS,25,0.8503094248
NEXUS,26,18.843872604
NEXUS,27,6.964829683
NEXUS,28,2.790610906
NEXUS,29,3.390353537
NEXUS,30,8.65350877
NEXUS,31,16.451795228
NEXUS,32,9.785715752
NEXUS,33,15.671169523
NEXUS,34,13.372755531
NEXUS,35,22.115026131
NOKIA,22,29.091843516
NOKIA,23,40.121333355
NOKIA,24,33.59296414
NOKIA,25,23.767982535
NOKIA,26,25.68328088
NOKIA,27,25.123500864
NOKIA,28,24.289791481
NOKIA,29,23.705542408
NOKIA,30,24.91713902
NOKIA,31,33.99554758
NOKIA,32,37.552702508
NOKIA,33,41.805268382
NOKIA,34,44.721566552
NOKIA,35,66.583668149
NSP TEL-BD,22,16.846420527
NSP TEL-BD,23,16.800380907
NSP TEL-BD,24,16.099679335
NSP TEL-BD,25,19.529577591
NSP TEL-BD,26,12.272587987
NSP TEL-BD,27,2.824437539
NSP TEL-BD,28,16.101743167
NSP TEL-BD,29,14.464069556
NSP TEL-BD,30,17.010129406
NSP TEL-BD,31,16.621532377
NSP TEL-BD,32,18.329389672
NSP TEL-BD,33,19.431675486
NSP TEL-BD,34,21.294272246
NSP TEL-BD,35,19.275752295
NTT DOCOMO,22,13.066223102
NTT DOCOMO,23,20.2074402
NTT DOCOMO,24,2.186202035
NTT DOCOMO,25,1.52017762
NTT DOCOMO,27,5.234624781
NTT DOCOMO,28,6.865514847
NTT DOCOMO,29,18.532088878
NTT DOCOMO,31,17.906748514
NTT DOCOMO,32,15.550219552
NTT DOCOMO,33,9.712339237
NTT DOCOMO,34,17.403367281
NTT DOCOMO,35,20.9564975
OBI,22,17.063951868
OBI,23,13.431905483
OBI,24,21.350901253
OBI,25,13.968074799
OBI,26,17.382112789
OBI,27,17.661330757
OBI,28,20.762261335
OBI,29,19.254466687
OBI,30,19.932071331
OBI,31,11.418175381
OBI,32,18.043679325
OBI,33,10.07603321
OBI,34,14.538669427
OBI,35,13.592425644
OCTENN,22,17.117588436
OCTENN,23,19.599856284
OCTENN,24,11.191306039
OCTENN,25,16.58754802
OCTENN,26,19.268150128
OCTENN,27,15.204628579
OCTENN,28,17.717742658
OCTENN,29,19.621486783
OCTENN,30,19.631304495
OCTENN,31,19.492374149
OCTENN,32,14.860895847
OCTENN,33,18.359244785
OCTENN,34,21.978448634
OCTENN,35,19.046928526
OK MOBILE,22,7.094211863
OK MOBILE,23,5.904636889
OK MOBILE,24,6.23564556
OK MOBILE,25,0.5775613209
OK MOBILE,26,17.549587717
OK MOBILE,27,2.775417894
OK MOBILE,28,2.623820495
OK MOBILE,29,6.234731873
OK MOBILE,30,18.886977473
OK MOBILE,31,4.259045697
OK MOBILE,32,15.413769314
OK MOBILE,33,13.961860978
OK MOBILE,34,7.915630735
OK MOBILE,35,14.033798772
OKAPIA,22,19.757288862
OKAPIA,23,22.086143714
OKAPIA,24,24.850813628
OKAPIA,25,19.44202836
OKAPIA,26,19.758208807
OKAPIA,27,19.655789104
OKAPIA,28,20.208263555
OKAPIA,29,21.418743583
OKAPIA,30,20.510005887
OKAPIA,31,21.229018585
OKAPIA,32,20.856877124
OKAPIA,33,26.972281191
OKAPIA,34,27.826780788
OKAPIA,35,24.990635624
OKING,22,18.827450055
OKING,23,4.701918093
OKING,24,1.171432282
OKING,25,13.339630302
OKING,26,17.922639599
OKING,27,1.401750724
OKING,28,20.119502838
OKING,29,15.176222605
OKING,30,1.80868908
OKING,31,11.415693124
OKING,32,0.7896114119
OKING,33,14.200105174
OKING,34,0.4083528399
OKING,35,4.801335875
OMES,22,3.958340264
OMES,23,14.112627661
OMES,24,20.542368794
OMES,25,4.616483771
OMES,26,16.408379221
OMES,27,9.770748824
OMES,28,17.885865772
OMES,29,8.548183394
OMES,30,5.257026223
OMES,31,6.73865294
OMES,32,4.071622386
OMES,33,10.494937671
OMES,34,9.511596123
OMES,35,10.486965923
ONEPLUS,22,19.762386888
ONEPLUS,23,20.631114851
ONEPLUS,24,18.973423849
ONEPLUS,25,18.785125012
ONEPLUS,26,19.824941732
ONEPLUS,27,19.366908466
ONEPLUS,28,20.202154678
ONEPLUS,29,18.644318206
ONEPLUS,30,20.022102898
ONEPLUS,31,19.468907088
ONEPLUS,32,18.964250898
ONEPLUS,33,20.640047802
ONEPLUS,34,21.118628537
ONEPLUS,35,19.402931972
OPPO,22,21.315568773
OPPO,23,33.312871344
OPPO,24,36.640121509
OPPO,25,26.101270566
OPPO,26,22.165609987
