BRAND_NAME,WEEK_NUMBER,LOWEST_REVENUE_BY_BRANDNAME
HTC,33,1.829246013
HTC,34,1.29115339
HTC,35,1.23623788
HUAWEI,22,0.2908739714
HUAWEI,23,0.7282239734
HUAWEI,24,1.19312836
HUAWEI,25,0.1305875538
HUAWEI,26,0.0583700964
HUAWEI,27,0.2815055559
HUAWEI,28,0.8535801914
HUAWEI,29,0.5027517336
HUAWEI,30,0.7602052259
HUAWEI,31,0.5191337669
HUAWEI,32,0.5574016661
HUAWEI,33,1.009498422
HUAWEI,34,0.3062051679
HUAWEI,35,0.4233823083
I KALL,34,23.764261539
I KALL,35,18.319456394
IBRIT,22,11.980120212
IBRIT,23,11.231984003
IBRIT,24,19.647502528
IBRIT,25,9.507215877
IBRIT,26,19.029195108
IBRIT,27,9.846974528
IBRIT,28,9.383072842
IBRIT,29,6.927677115
IBRIT,30,2.623955958
IBRIT,31,10.545393333
IBRIT,32,6.285378371
IBRIT,33,10.119547624
IBRIT,34,24.475033742
IBRIT,35,3.677066822
ICE PHONE,31,3.801322198
ICE PHONE,32,9.884176264
ICE PHONE,33,17.154597131
ICE PHONE,34,15.348222663
ICE PHONE,35,16.308411569
IMAM TELECOM,22,2.550361149
IMAM TELECOM,23,0.6598579091
IMAM TELECOM,24,3.539529554
IMAM TELECOM,25,2.309569175
IMAM TELECOM,26,3.090564396
IMAM TELECOM,27,1.555676909
IMAM TELECOM,28,1.491572182
IMAM TELECOM,29,1.445497981
IMAM TELECOM,30,1.488724146
IMAM TELECOM,31,2.785613254
IMAM TELECOM,32,0.7503784723
IMAM TELECOM,33,0.8483912766
IMAM TELECOM,34,2.000881242
IMAM TELECOM,35,0.6357618819
IMAX,22,3.000984719
IMAX,23,2.193645896
IMAX,24,2.242762319
IMAX,25,4.57111993
IMAX,26,8.789400461
IMAX,27,9.15111636
IMAX,28,9.10223161
IMAX,29,6.373285503
IMAX,30,16.060928351
IMAX,31,14.288559753
IMAX,32,7.106941438
IMAX,33,9.583900289
IMAX,34,3.465652873
IMAX,35,12.298156739
INEW,22,14.171973678
INEW,23,7.443793697
INEW,24,13.128588551
INEW,25,6.505742487
INEW,26,5.369776172
INEW,29,6.97483074
INEW,30,2.413943863
INEW,31,17.943710571
INEW,32,17.4665617
INEW,33,3.012156334
INEW,34,17.197908754
INEW,35,16.792642428
INFINIX,22,4.554879203
INFINIX,23,20.950644135
INFINIX,24,1.326750593
INFINIX,25,18.170874517
INFINIX,26,0.8825845265
INFINIX,27,7.03650383
INFINIX,28,3.470574457
INFINIX,29,16.536190003
INFINIX,30,7.35816591
INFINIX,31,2.043292003
INFINIX,32,9.149196187
INFINIX,33,10.377690462
INFINIX,34,8.45183648
INFINIX,35,5.324076732
INNJOO,22,14.667732211
INNJOO,23,5.017331015
INNJOO,24,2.805404344
INNJOO,25,9.814205287
INNJOO,26,3.674785187
INNJOO,27,9.386712531
INNJOO,28,6.446183393
INNJOO,29,3.922229283
INNJOO,30,3.251247369
INNJOO,31,8.480587433
INNJOO,32,5.498154365
INNJOO,33,10.771499445
INNJOO,34,7.001140576
INNJOO,35,4.961463646
INNOS,29,16.343996666
INNOS,31,12.74446837
INNOS,32,14.228978454
INNOS,33,9.1125087
INNOS,34,9.488168853
INNOS,35,14.000910891
INOVA TE,30,2.27073077
INOVA TE,31,15.415328476
INOVA TE,32,1.606560496
INOVA TE,33,13.704645355
INOVA TE,34,6.867283306
INOVA TE,35,15.326066946
INTEX,22,0.9270152731
INTEX,23,3.9173624
INTEX,24,5.224120857
INTEX,25,0.1385719608
INTEX,26,1.72054558
INTEX,27,0.4518534903
INTEX,28,1.79547259
INTEX,29,1.807637855
INTEX,30,1.238731455
INTEX,31,0.8078364018
INTEX,32,1.230922219
INTEX,33,6.346776347
INTEX,34,2.666484305
INTEX,35,3.275529135
IPRO,22,9.293021132
IPRO,23,15.445421707
IPRO,24,6.269932613
IPRO,25,2.084691761
IPRO,26,18.959147629
IPRO,27,3.048785495
IPRO,28,6.00593379
IPRO,29,5.555999059
IPRO,30,14.053630407
IPRO,31,21.697024968
IPRO,32,13.484166131
IPRO,33,17.614052783
IPRO,34,8.447067654
IPRO,35,19.385838927
ITEL,22,0.5555973071
ITEL,23,0.7696491707
ITEL,24,0.7274486799
ITEL,25,0.6841987712
ITEL,26,0.2509669321
ITEL,27,0.9209012
ITEL,28,0.3068761117
ITEL,29,0.671613725
ITEL,30,0.05082531677
ITEL,31,0.3744520097
ITEL,32,1.2298244
ITEL,33,0.6601635752
ITEL,34,0.8616353908
ITEL,35,0.4591143672
IYOU,22,16.102843192
IYOU,23,6.659009627
IYOU,24,7.076821591
IYOU,25,13.681246078
IYOU,26,11.665823211
IYOU,27,2.41003401
IYOU,28,13.040339009
IYOU,29,14.733643411
IYOU,30,1.168053124
IYOU,31,11.110545467
IYOU,32,11.042925047
IYOU,33,6.015697105
IYOU,34,2.867315174
IYOU,35,5.236951482
J-MAX,22,16.375977725
J-MAX,23,19.587462666
J-MAX,25,9.691338332
J-MAX,26,5.538519287
J-MAX,27,17.972068251
J-MAX,28,5.7825731
J-MAX,29,11.879885218
J-MAX,30,14.807578543
J-MAX,31,4.927385098
J-MAX,32,7.009090639
J-MAX,33,11.2178288
J-MAX,34,14.744890435
JABLOCOM,22,17.097762146
JABLOCOM,23,21.345981114
JABLOCOM,24,5.533528761
JABLOCOM,25,18.978443321
JABLOCOM,26,11.663306979
JABLOCOM,27,4.729350568
JABLOCOM,28,14.215323184
JABLOCOM,29,11.348235506
JABLOCOM,30,12.283857935
JABLOCOM,31,5.444470961
JABLOCOM,32,11.59960278
JABLOCOM,33,13.224695149
JABLOCOM,34,7.4036137
JABLOCOM,35,19.146967234
JIN HUI MA,22,9.037889128
JIN HUI MA,23,19.620968648
JIN HUI MA,24,2.898122555
JIN HUI MA,25,9.506739071
JIN HUI MA,26,10.68394548
JIN HUI MA,27,4.224126235
JIN HUI MA,28,7.455437853
JIN HUI MA,29,3.852195555
JIN HUI MA,30,1.560243405
JIN HUI MA,31,4.31577721
JIN HUI MA,32,1.836192733
JIN HUI MA,33,10.495181367
JIN HUI MA,34,4.230808971
JIN HUI MA,35,7.157821248
JINGSTON,22,19.198583095
JINGSTON,24,11.993630503
JINGSTON,25,7.413175237
JINGSTON,27,4.586997753
JINGSTON,28,8.219830723
JINGSTON,31,9.076706111
JINGSTON,33,19.743401806
JINGSTON,35,2.201587713
JINI,22,13.754428722
JINI,23,12.267535918
JINI,24,16.131411308
JINI,25,2.709039595
JINI,26,10.999712507
JINI,27,19.306533612
JINI,28,14.055041182
JINI,29,17.941282939
JINI,30,18.070490427
JINI,31,15.488023603
JINI,32,5.359787179
JINI,33,17.812591687
JINI,34,1.607408306
JINI,35,6.282818679
JINPENG,22,10.966230088
JINPENG,23,17.41181522
JINPENG,24,19.464706072
JINPENG,25,14.999712017
JINPENG,26,6.848045139
JINPENG,27,0.7528383474
JINPENG,28,3.492618829
JINPENG,29,8.098087666
JINPENG,30,15.929638816
JINPENG,31,12.667749481
JINPENG,32,14.89256331
JINPENG,33,18.798757359
JINPENG,34,6.881680647
JINPENG,35,7.664471027
KALIHO,22,4.57498292
KALIHO,23,9.344865638
KALIHO,24,7.255963975
KALIHO,25,19.208515462
KALIHO,26,7.221204008
KALIHO,27,2.272834174
KALIHO,28,19.456477373
KALIHO,29,8.201681945
KALIHO,30,1.939776771
KALIHO,31,3.0819977
KALIHO,32,0.7717723216
KALIHO,33,15.490991297
KALIHO,34,11.334154534
KALIHO,35,18.230146498
KARBONN,22,15.41444405
KARBONN,23,14.622468119
KARBONN,24,9.604418299
KARBONN,25,13.730138674
KARBONN,26,6.950188301
KARBONN,33,20.269687977
KARBONN,34,5.19074375
KARBONN,35,2.520633756
KECHAO,22,2.484866373
KECHAO,23,4.528142577
KECHAO,24,3.813767436
KECHAO,25,4.389314525
KECHAO,26,1.920915574
KECHAO,27,0.2813413937
KECHAO,28,1.055165376
KECHAO,29,2.644612821
KECHAO,30,2.240664012
KECHAO,31,4.740044826
KECHAO,32,1.076658013
KECHAO,33,1.895628441
KECHAO,34,3.742116203
KECHAO,35,1.910918173
KIMFLY,23,6.848389336
KIMFLY,24,2.121555747
KIMFLY,25,16.572865475
KIMFLY,34,6.672792324
KIMFLY,35,18.575506206
KINGSTAR,22,0.0944101231
KINGSTAR,23,1.25895537
KINGSTAR,24,1.101573976
KINGSTAR,25,0.5815829407
KINGSTAR,26,0.3840136116
KINGSTAR,27,0.6573473463
KINGSTAR,28,0.2219806611
KINGSTAR,29,0.1816917727
KINGSTAR,30,0.138641045
KINGSTAR,31,0.4131339371
KINGSTAR,32,0.6946561896
KINGSTAR,33,0.9295903074
KINGSTAR,34,0.9256534918
KINGSTAR,35,0.3206605414
KINGZONE,22,3.977938004
KINGZONE,23,5.720466939
KINGZONE,33,17.531389286
KINGZONE,34,18.457181064
KINGZONE,35,6.219676708
KOLOR,22,15.1529261
KOLOR,23,18.232307927
KOLOR,24,13.918706942
KOLOR,25,17.000303075
KOLOR,26,15.80488049
KOLOR,27,13.002096064
KOLOR,28,17.804101411
KOLOR,29,6.133002212
KOLOR,30,18.748938907
KOLOR,31,7.878780202
KOLOR,32,4.075395298
KOLOR,33,18.859172107
KOLOR,34,3.046635754
KOLOR,35,20.570357363
KONKA,22,15.654833589
KONKA,23,13.207027072
KONKA,24,4.22269115
KONKA,25,12.788983194
KONKA,26,5.330247448
KONKA,27,6.09485638
KONKA,28,6.907293291
KONKA,29,4.092475814
KONKA,30,4.486644353
KONKA,31,4.344500294
KONKA,32,8.593872227
KONKA,33,6.963882037
KONKA,34,13.273091437
KONKA,35,8.399082158
KZG,22,19.586908993
KZG,23,15.529760387
KZG,24,19.55622433
KZG,25,17.676742694
KZG,26,2.102645231
KZG,27,0.3364452085
KZG,28,3.463691018
KZG,29,15.432098549
KZG,30,4.706052725
KZG,31,9.592788301
KZG,32,11.013519062
KZG,33,15.17891256
KZG,34,2.789260888
KZG,35,20.651908812
LANSHUO,27,8.101641062
LANSHUO,28,6.550676543
LANSHUO,29,16.37457084
LANSHUO,30,8.423661462
LANSHUO,31,4.955632351
LANSHUO,32,7.971480995
LANSHUO,33,6.465841529
LANSHUO,35,3.488287264
LAVA,22,0.5153096053
LAVA,23,0.7327252604
LAVA,24,0.6210611022
LAVA,25,0.4121370106
LAVA,26,0.3265945181
LAVA,27,0.4200460918
LAVA,28,0.1551383496
LAVA,29,0.6465228634
LAVA,30,0.4957982501
LAVA,31,1.082289595
LAVA,32,0.6258159121
LAVA,33,1.083478286
LAVA,34,1.274315699
LAVA,35,0.9143183749
LEAGOO,22,13.186559412
LEAGOO,23,10.398203782
LEAGOO,24,4.441944706
LEAGOO,25,8.871230844
LEAGOO,26,13.981332391
LEAGOO,27,12.383650165
LEAGOO,28,18.564206324
LEAGOO,29,11.142510886
LEAGOO,30,15.04138835
LEAGOO,31,2.971381278
LEAGOO,32,15.018227631
LEAGOO,33,6.443279706
LEAGOO,34,8.728823824
LEAGOO,35,19.000600871
LECOM,22,4.919503095
LECOM,23,1.999774322
LECOM,24,4.696195291
LECOM,25,0.838606647
LECOM,26,4.404499348
LECOM,27,3.372065023
LECOM,28,1.553109281
LECOM,29,1.56140607
LECOM,30,2.760308027
LECOM,31,0.905614952
LECOM,32,7.718907435
LECOM,33,5.034044596
LECOM,34,9.353320338
LECOM,35,3.974300715
LEMON,22,12.521746012
LEMON,23,1.647413714
LEMON,24,4.542659013
LEMON,25,8.202858082
LEMON,26,10.596344179
LEMON,27,12.033587276
LEMON,28,0.7102601352
LEMON,29,1.619301115
LEMON,30,13.026106506
LEMON,31,2.959498413
LEMON,32,6.079315121
LEMON,33,8.64304955
LEMON,34,9.124551251
LEMON,35,8.059437624
LENOVO,22,0.6440499116
LENOVO,23,1.754159089
LENOVO,24,0.9700721678
LENOVO,25,0.4539674062
LENOVO,26,0.5048160391
LENOVO,27,1.09465377
LENOVO,28,0.929932228
LENOVO,29,0.2646302755
LENOVO,30,0.1823755369
LENOVO,31,0.9018944953
LENOVO,32,0.3760038771
LENOVO,33,0.5780837283
LENOVO,34,1.235986158
LENOVO,35,0.8218384926
LEPHONE,22,2.992640966
LEPHONE,23,2.724895407
LEPHONE,24,1.90622364
LEPHONE,25,1.510860535
LEPHONE,26,1.805081515
LEPHONE,27,0.8999904595
LEPHONE,28,0.9871472081
LEPHONE,29,1.888053071
LEPHONE,30,8.233740679
LEPHONE,31,5.09632114
LEPHONE,32,1.86385964
LEPHONE,33,3.432947562
LEPHONE,34,2.893464115
LEPHONE,35,4.152054988
LESOM,22,6.928171785
LESOM,23,17.719445112
LESOM,24,2.06861573
LESOM,25,3.249134372
LESOM,26,19.016227925
LESOM,27,4.327623045
LESOM,28,5.439761917
LESOM,29,3.29583872
LESOM,30,2.277490441
LESOM,31,7.133204169
LESOM,32,6.784705449
LESOM,33,7.423042232
LESOM,34,16.49879898
LESOM,35,4.355789471
LESUN,22,18.720460053
LESUN,23,5.688995192
LESUN,24,20.847210897
LESUN,25,18.000718297
LESUN,26,19.956487148
LESUN,27,6.279780907
LESUN,28,10.748637509
LESUN,29,12.174453046
LESUN,30,4.77920435
LESUN,31,1.460574803
LESUN,32,19.727904864
LESUN,33,10.998422513
LESUN,34,9.851890038
LESUN,35,3.354969202
LG,22,3.461637115
LG,23,3.509433505
LG,24,1.104443273
LG,25,0.4973543558
LG,26,0.6732688663
LG,27,0.9149873217
LG,28,1.88843436
LG,29,0.7575345474
LG,30,0.07264801833
LG,31,0.6649290603
LG,32,1.432420093
LG,33,2.317442507
LG,34,0.7456441181
LG,35,2.610312758
LINNEX,22,6.048072684
LINNEX,23,6.582734585
LINNEX,24,3.34280954
LINNEX,25,16.317358201
LINNEX,26,10.418040001
LINNEX,27,15.826563619
LINNEX,28,9.709420358
LINNEX,29,5.237962613
LINNEX,30,4.573364349
LINNEX,31,1.101774664
LINNEX,32,16.307817679
LINNEX,33,0.9314271715
LINNEX,34,7.274790645
LINNEX,35,8.918264301
LINNEX ELECTRONICS,22,3.407602951
LINNEX ELECTRONICS,23,3.553986546
LINNEX ELECTRONICS,24,2.797460637
LINNEX ELECTRONICS,25,3.30804415
LINNEX ELECTRONICS,26,1.594808681
LINNEX ELECTRONICS,27,1.89989337
LINNEX ELECTRONICS,28,1.019294506
LINNEX ELECTRONICS,29,2.778512704
LINNEX ELECTRONICS,30,2.402589325
LINNEX ELECTRONICS,31,4.618755442
LINNEX ELECTRONICS,32,0.6798279952
LINNEX ELECTRONICS,33,1.146173287
LINNEX ELECTRONICS,34,7.727325034
LINNEX ELECTRONICS,35,1.370682767
LITEEL,22,0.4589005923
LITEEL,23,0.9310416391
LITEEL,24,0.1148527725
LITEEL,25,0.430545527
LITEEL,26,0.4931451378
LITEEL,27,1.035808903
LITEEL,28,0.3841766018
LITEEL,29,1.184684523
LITEEL,30,0.228106241
LITEEL,31,1.772792158
LITEEL,32,1.014731163
LITEEL,33,1.419559792
LITEEL,34,1.589145657
LITEEL,35,1.224734399
LULU CENTER,22,14.863103821
LULU CENTER,23,2.974933644
LULU CENTER,24,7.547710356
LULU CENTER,25,16.573295278
LULU CENTER,26,9.225323727
LULU CENTER,27,4.828044658
LULU CENTER,28,0.8156970414
LULU CENTER,29,16.326770475
LULU CENTER,30,1.750096347
LULU CENTER,31,8.699099512
LULU CENTER,32,1.097470417
LULU CENTER,33,13.752544982
LULU CENTER,34,7.622723261
LULU CENTER,35,0.916195728
M-HORSE,22,2.231832469
M-HORSE,23,1.56591843
M-HORSE,24,18.426095551
M-HORSE,25,13.182977143
M-HORSE,26,14.25934914
M-HORSE,27,18.596000473
M-HORSE,28,17.497000221
M-HORSE,29,1.175858
M-HORSE,30,4.522041759
M-HORSE,31,13.585161061
M-HORSE,32,11.834071297
M-HORSE,33,4.503364173
M-HORSE,34,5.640962379
M-HORSE,35,10.82927041
M.S. SOHA,22,15.014405515
M.S. SOHA,23,0.6336189234
M.S. SOHA,24,21.170902193
M.S. SOHA,25,15.687480112
M.S. SOHA,26,12.793180184
M.S. SOHA,27,18.398529577
M.S. SOHA,28,18.69729965
M.S. SOHA,29,9.998521107
M.S. SOHA,30,2.115577247
M.S. SOHA,31,3.303005183
M.S. SOHA,32,11.113754345
M.S. SOHA,33,7.570435689
M.S. SOHA,34,8.511446509
M.S. SOHA,35,1.954888202
MAGICON,22,13.423621598
MAGICON,23,9.271248541
MAGICON,24,7.626194965
MAGICON,25,6.358522608
MAGICON,26,12.127963162
MAGICON,27,19.709978845
MAGICON,28,8.918588344
MAGICON,29,20.431949702
MAGICON,30,3.500301909
MAGICON,31,18.453323123
MAGICON,32,14.940219241
MAGICON,33,6.555636516
MAGICON,34,3.875346555
MAGICON,35,18.136173522
MAGNUS,22,1.436852826
MAGNUS,23,14.226527191
MAGNUS,24,4.760546253
MAGNUS,25,9.038015161
MAGNUS,26,8.209282484
MAGNUS,27,6.028108834
MAGNUS,28,8.137716359
MAGNUS,29,1.250676684
MAGNUS,30,7.765610567
MAGNUS,31,4.173142863
MAGNUS,32,12.989731564
MAGNUS,33,2.64582752
MAGNUS,34,13.110190277
MAGNUS,35,12.762826267
MAK MOBILITY PRIVATE LIMITED,31,17.462588948
MAK MOBILITY PRIVATE LIMITED,32,4.482798318
MAK MOBILITY PRIVATE LIMITED,33,7.951457519
MAK MOBILITY PRIVATE LIMITED,34,12.106162807
MAK MOBILITY PRIVATE LIMITED,35,19.108534011
MAXIMUS,22,0.5331588913
MAXIMUS,23,1.929208606
MAXIMUS,24,0.1820771836
MAXIMUS,25,0.9066477463
MAXIMUS,26,0.4871821781
MAXIMUS,27,0.6582744425
MAXIMUS,28,0.5521608516
MAXIMUS,29,2.028123639
MAXIMUS,30,0.8187034125
MAXIMUS,31,1.40343044
MAXIMUS,32,1.508485912
MAXIMUS,33,1.006590984
MAXIMUS,34,1.290836552
MAXIMUS,35,0.8439441916
MAXIS MOBILE,22,17.235193176
MAXIS MOBILE,23,20.364331312
MAXIS MOBILE,24,20.912083324
MAXIS MOBILE,25,4.320260518
MAXIS MOBILE,26,19.967478735
MAXIS MOBILE,27,8.231317685
MAXIS MOBILE,28,7.731755169
MAXIS MOBILE,29,10.453293484
MAXIS MOBILE,30,9.033161952
MAXIS MOBILE,31,5.587957408
MAXIS MOBILE,32,22.095491866
MAXIS MOBILE,33,10.042181885
MAXIS MOBILE,34,7.813959337
MAXIS MOBILE,35,4.50984035
MAXTELFZE,22,15.847897963
MAXTELFZE,23,3.432991527
MAXTELFZE,24,2.791750347
MAXTELFZE,25,4.491955657
MAXTELFZE,29,1.779211991
MAXTELFZE,30,16.072939884
MAXTELFZE,31,6.701892687
MAXTELFZE,32,2.135100476
MAXTELFZE,33,12.516250858
MAXTELFZE,34,5.359240569
MAXTELFZE,35,19.650906416
MEEM,22,16.397331756
MEEM,23,10.313430822
MEEM,24,17.55491271
MEEM,25,2.164118814
MEEM,26,7.576907104
MEEM,27,8.770599286
MEEM,28,16.543584096
MEEM,29,15.834610248
MEEM,30,19.868627103
MEEM,31,14.107858971
MEEM,32,18.703379093
MEEM,33,5.478877266
MEEM,34,5.911835879
MEEM,35,5.231719952
MEIZU,22,17.159221727
MEIZU,23,7.431592916
MEIZU,24,16.608272993
MEIZU,25,15.178132643
MEIZU,26,12.484592519
MEIZU,27,2.784680797
MEIZU,28,16.336234191
MEIZU,29,4.827975159
MEIZU,30,18.448635863
MEIZU,31,19.326904566
MEIZU,32,14.993463621
MEIZU,33,10.630199303
MEIZU,34,15.464190091
MEIZU,35,4.176417579
MERA ONE DIGITAL,22,0.1222067333
MERA ONE DIGITAL,23,0.7706926911
MERA ONE DIGITAL,24,5.519424697
MERA ONE DIGITAL,25,6.081951367
MERA ONE DIGITAL,26,9.857498865
MERA ONE DIGITAL,27,14.281854388
MERA ONE DIGITAL,28,11.710802973
MERA ONE DIGITAL,29,4.557807168
MERA ONE DIGITAL,30,4.655165118
MERA ONE DIGITAL,31,1.127241372
MERA ONE DIGITAL,32,3.379508796
MERA ONE DIGITAL,33,4.531666132
MERA ONE DIGITAL,34,4.781811059
MERA ONE DIGITAL,35,0.7368718913
METROCEM,23,0.8892391741
METROCEM,24,10.354724251
METROCEM,25,6.741846695
METROCEM,28,17.480646471
METROCEM,29,7.236375271
METROCEM,30,12.397844894
METROCEM,31,12.747363631
METROCEM,32,9.858038741
METROCEM,33,18.936714659
METROCEM,34,10.946517615
METROCEM,35,1.815505712
MICROMAX,22,0.5623150191
MICROMAX,23,0.6878853048
MICROMAX,24,0.9471558052
MICROMAX,25,0.6875073762
MICROMAX,26,0.3707115559
MICROMAX,27,0.3570251491
MICROMAX,28,0.6404613185
MICROMAX,29,0.1249046543
MICROMAX,30,0.4856782507
MICROMAX,31,0.5494814148
MICROMAX,32,0.3968552165
MICROMAX,33,0.8389635153
MICROMAX,34,1.185457551
MICROMAX,35,0.6961477273
MICROSOFT,22,2.937320802
MICROSOFT,23,1.206682407
MICROSOFT,24,7.156305612
MICROSOFT,25,1.347547996
MICROSOFT,26,0.7865144741
MICROSOFT,27,1.425277681
MICROSOFT,28,0.4319249803
MICROSOFT,29,0.8238206558
MICROSOFT,30,3.136714165
MICROSOFT,31,3.412465895
MICROSOFT,32,1.692725883
MICROSOFT,33,1.422775684
MICROSOFT,34,0.8345655112
MICROSOFT,35,3.683446238
MOTOROLA,22,4.010653087
MOTOROLA,23,4.912941379
MOTOROLA,24,4.540918376
MOTOROLA,25,2.412334684
MOTOROLA,26,1.653694027
MOTOROLA,27,7.854271862
MOTOROLA,28,4.440661703
MOTOROLA,29,1.783652831
MOTOROLA,30,3.909172644
MOTOROLA,31,1.66327544
MOTOROLA,32,3.290763435
MOTOROLA,33,3.193800388
MOTOROLA,34,3.496927677
MOTOROLA,35,5.904453865
MYCELL,22,1.362964244
MYCELL,23,2.356159964
MYCELL,24,2.211358236
MYCELL,25,1.622756975
MYCELL,26,4.360641351
MYCELL,27,1.338196065
MYCELL,28,0.8044518698
MYCELL,29,1.25896644
MYCELL,30,1.060732267
MYCELL,31,0.8322933972
MYCELL,32,1.197414557
MYCELL,33,1.68328222
MYCELL,34,1.311205409
MYCELL,35,1.103955703
NAMIRA,22,6.261614405
NAMIRA,23,8.483230882
NAMIRA,24,1.89360064
NAMIRA,25,10.522577354
NAMIRA,26,1.677886188
NAMIRA,27,8.18016145
NAMIRA,28,5.260340539
NAMIRA,29,1.452840432
NAMIRA,30,2.013045778
NAMIRA,31,16.696297089
NAMIRA,32,19.298048241
NAMIRA,33,17.191113954
NAMIRA,34,13.122600233
NAMIRA,35,9.685030634
NATIONAL STORE,22,10.436977474
NATIONAL STORE,23,0.6546265713
NATIONAL STORE,24,13.735090483
NATIONAL STORE,25,8.198042066
NATIONAL STORE,26,2.512378542
NATIONAL STORE,27,16.216315102
NATIONAL STORE,28,5.521278316
NATIONAL STORE,29,4.951035792
NATIONAL STORE,30,6.027101274
NATIONAL STORE,31,1.874624269
NATIONAL STORE,32,11.583662532
NATIONAL STORE,33,3.14890473
NATIONAL STORE,34,6.49559243
NATIONAL STORE,35,4.5021336
NAVTECH,22,11.618755794
NAVTECH,23,9.829661577
NAVTECH,24,8.144684582
NAVTECH,25,18.582686319
NAVTECH,26,3.286820659
NAVTECH,27,12.123722621
NAVTECH,28,5.838593549
NAVTECH,29,3.026225401
NAVTECH,30,8.779337262
NAVTECH,31,6.708428767
NAVTECH,32,19.187366657
NAVTECH,33,16.86792843
NAVTECH,34,7.668730568
NAVTECH,35,1.860105731
NEXUS,22,2.499837588
NEXUS,23,3.883010967
NEXUS,24,20.126420606
NEXUS,25,0.8503094248
NEXUS,26,18.843872604
NEXUS,27,6.964829683
NEXUS,28,2.790610906
NEXUS,29,3.390353537
NEXUS,30,8.65350877
NEXUS,31,16.451795228
NEXUS,32,7.65816549
NEXUS,33,2.789412214
NEXUS,34,4.634737812
NEXUS,35,10.206709648
NOKIA,22,0.3341878294
NOKIA,23,0.472283665
NOKIA,24,0.4426793321
NOKIA,25,0.1123720403
NOKIA,26,0.06702246386
NOKIA,27,0.2062220732
NOKIA,28,0.2181374503
NOKIA,29,0.1468370558
NOKIA,30,0.31181275
NOKIA,31,0.4061994583
NOKIA,32,0.1968729124
NOKIA,33,0.4825678379
NOKIA,34,0.3270649385
NOKIA,35,0.4428765117
NSP TEL-BD,22,2.055710731
NSP TEL-BD,23,13.736319752
NSP TEL-BD,24,8.887043797
NSP TEL-BD,25,13.480720499
NSP TEL-BD,26,7.698473397
NSP TEL-BD,27,1.611062285
NSP TEL-BD,28,1.453850137
NSP TEL-BD,29,6.993102242
NSP TEL-BD,30,15.153411925
NSP TEL-BD,31,10.433891701
NSP TEL-BD,32,3.855163528
NSP TEL-BD,33,8.586612375
NSP TEL-BD,34,15.527425231
NSP TEL-BD,35,11.320785528
NTT DOCOMO,22,13.066223102
NTT DOCOMO,23,20.2074402
NTT DOCOMO,24,2.186202035
NTT DOCOMO,25,1.52017762
NTT DOCOMO,27,5.234624781
NTT DOCOMO,28,6.865514847
NTT DOCOMO,29,18.532088878
NTT DOCOMO,31,17.906748514
NTT DOCOMO,32,15.550219552
NTT DOCOMO,33,9.712339237
NTT DOCOMO,34,17.403367281
NTT DOCOMO,35,20.9564975
OBI,22,4.07353908
OBI,23,6.691440602
OBI,24,10.394786329
OBI,25,12.369516393
OBI,26,8.388593253
OBI,27,7.161670805
OBI,28,9.862493855
OBI,29,3.412221552
OBI,30,5.959184011
OBI,31,4.941483171
OBI,32,11.213546876
OBI,33,9.384650343
OBI,34,2.045962249
OBI,35,5.308648661
OCTENN,22,0.8108551904
OCTENN,23,1.717303382
OCTENN,24,4.096662938
OCTENN,25,1.390389511
OCTENN,26,4.595991078
OCTENN,27,2.493823726
OCTENN,28,1.557088445
OCTENN,29,1.771813652
OCTENN,30,9.554308716
OCTENN,31,2.606168333
OCTENN,32,7.542245766
OCTENN,33,2.333295407
OCTENN,34,1.409329588
OCTENN,35,4.188376051
OK MOBILE,22,7.094211863
OK MOBILE,23,5.904636889
OK MOBILE,24,6.23564556
OK MOBILE,25,0.5775613209
OK MOBILE,26,17.549587717
OK MOBILE,27,2.775417894
OK MOBILE,28,2.623820495
OK MOBILE,29,6.234731873
OK MOBILE,30,18.886977473
OK MOBILE,31,4.259045697
OK MOBILE,32,15.413769314
OK MOBILE,33,13.961860978
OK MOBILE,34,7.915630735
OK MOBILE,35,14.033798772
OKAPIA,22,1.194138257
OKAPIA,23,1.167881045
OKAPIA,24,1.108170431
OKAPIA,25,1.119085377
OKAPIA,26,0.6732710287
OKAPIA,27,2.209192414
OKAPIA,28,0.09957635871
OKAPIA,29,1.312049642
OKAPIA,30,2.836049376
OKAPIA,31,2.038495836
OKAPIA,32,0.6888447067
OKAPIA,33,0.5673021254
OKAPIA,34,3.565987108
OKAPIA,35,2.124153469
OKING,22,18.827450055
OKING,23,4.701918093
OKING,24,1.171432282
OKING,25,13.339630302
OKING,26,17.922639599
OKING,27,1.401750724
OKING,28,20.119502838
OKING,29,15.176222605
OKING,30,1.80868908
OKING,31,11.415693124
OKING,32,0.7896114119
OKING,33,14.200105174
OKING,34,0.4083528399
OKING,35,4.801335875
OMES,22,3.958340264
OMES,23,14.112627661
OMES,24,20.542368794
OMES,25,4.616483771
OMES,26,16.408379221
OMES,27,9.770748824
OMES,28,17.885865772
OMES,29,8.548183394
OMES,30,5.257026223
OMES,31,6.73865294
OMES,32,4.071622386
OMES,33,10.494937671
OMES,34,9.511596123
OMES,35,10.486965923
ONEPLUS,22,0.1371272948
ONEPLUS,23,2.856074776
ONEPLUS,24,6.699005501
ONEPLUS,25,10.261163061
ONEPLUS,26,2.779121311
ONEPLUS,27,1.726951891
ONEPLUS,28,1.475951504
