BRAND_NAME,WEEK_NUMBER,TOTAL_REVENUE
HUAWEI,23,7668.514385589
HUAWEI,24,7841.820210084
HUAWEI,25,6453.062510043
HUAWEI,26,6511.846601851
HUAWEI,27,6700.612401225
HUAWEI,28,6720.044294348
HUAWEI,29,7575.049772775
HUAWEI,30,7658.1918564
HUAWEI,31,8911.350346835
HUAWEI,32,8800.251165427
HUAWEI,33,9624.375951268
HUAWEI,34,9710.527656496
HUAWEI,35,9142.836562389
I KALL,34,23.764261539
I KALL,35,18.319456394
IBRIT,22,23.960240425
IBRIT,23,22.463968005
IBRIT,24,39.295005056
IBRIT,25,19.014431753
IBRIT,26,38.058390217
IBRIT,27,19.693949055
IBRIT,28,49.877664634
IBRIT,29,41.839198934
IBRIT,30,13.082624837
IBRIT,31,33.339953449
IBRIT,32,21.632972236
IBRIT,33,50.154215477
IBRIT,34,83.310184373
IBRIT,35,50.563279394
ICE PHONE,31,3.801322198
ICE PHONE,32,9.884176264
ICE PHONE,33,17.154597131
ICE PHONE,34,15.348222663
ICE PHONE,35,16.308411569
IMAM TELECOM,22,258.753424413
IMAM TELECOM,23,225.168919184
IMAM TELECOM,24,300.99882267
IMAM TELECOM,25,276.827246585
IMAM TELECOM,26,245.17427002
IMAM TELECOM,27,317.017171493
IMAM TELECOM,28,342.641186182
IMAM TELECOM,29,343.688671037
IMAM TELECOM,30,398.59777097
IMAM TELECOM,31,347.358973165
IMAM TELECOM,32,345.838050373
IMAM TELECOM,33,411.529728405
IMAM TELECOM,34,409.310726794
IMAM TELECOM,35,406.55975821
IMAX,22,12.365263098
IMAX,23,34.557004215
IMAX,24,16.272388458
IMAX,25,36.659018049
IMAX,26,41.369281498
IMAX,27,25.333787551
IMAX,28,22.39681912
IMAX,29,23.954306196
IMAX,30,53.581284171
IMAX,31,51.083539278
IMAX,32,50.185239596
IMAX,33,50.631875496
IMAX,34,37.331784375
IMAX,35,69.545200795
INEW,22,28.343947356
INEW,23,14.887587393
INEW,24,26.257177103
INEW,25,13.011484975
INEW,26,10.739552345
INEW,29,13.949661479
INEW,30,4.827887726
INEW,31,35.887421142
INEW,32,34.9331234
INEW,33,6.024312668
INEW,34,34.395817507
INEW,35,33.585284856
INFINIX,22,9.109758406
INFINIX,23,41.90128827
INFINIX,24,2.653501187
INFINIX,25,36.341749033
INFINIX,26,17.726780756
INFINIX,27,35.755995079
INFINIX,28,16.155878964
INFINIX,29,53.282775789
INFINIX,30,64.949112129
INFINIX,31,68.630319614
INFINIX,32,66.349512951
INFINIX,33,77.943693807
INFINIX,34,64.72958394
INFINIX,35,55.40890366
INNJOO,22,67.539204535
INNJOO,23,29.969826199
INNJOO,24,61.995302106
INNJOO,25,81.567812638
INNJOO,26,82.448552925
INNJOO,27,62.5416747
INNJOO,28,55.837755697
INNJOO,29,72.534286522
INNJOO,30,32.519704206
INNJOO,31,38.068384116
INNJOO,32,44.780177953
INNJOO,33,79.373747928
INNJOO,34,58.244379534
INNJOO,35,26.304212542
INNOS,29,16.343996666
INNOS,31,12.74446837
INNOS,32,14.228978454
INNOS,33,9.1125087
INNOS,34,9.488168853
INNOS,35,14.000910891
INOVA TE,30,2.27073077
INOVA TE,31,15.415328476
INOVA TE,32,1.606560496
INOVA TE,33,13.704645355
INOVA TE,34,6.867283306
INOVA TE,35,15.326066946
INTEX,22,115.510065829
INTEX,23,90.684368894
INTEX,24,83.619417815
INTEX,25,92.46046847
INTEX,26,82.157074819
INTEX,27,51.55627891
INTEX,28,80.237460084
INTEX,29,103.930485538
INTEX,30,125.97510257
INTEX,31,118.440439335
INTEX,32,96.393328343
INTEX,33,119.976445491
INTEX,34,120.900666265
INTEX,35,146.212587166
IPRO,22,9.293021132
IPRO,23,15.445421707
IPRO,24,6.269932613
IPRO,25,2.084691761
IPRO,26,18.959147629
IPRO,27,3.048785495
IPRO,28,6.00593379
IPRO,29,5.555999059
IPRO,30,14.053630407
IPRO,31,21.697024968
IPRO,32,13.484166131
IPRO,33,17.614052783
IPRO,34,8.447067654
IPRO,35,19.385838927
ITEL,22,3858.652695422
ITEL,23,4550.584267804
ITEL,24,4662.824771934
ITEL,25,4011.738426155
ITEL,26,4221.498641715
ITEL,27,4355.542978833
ITEL,28,4211.414253666
ITEL,29,4470.845264829
ITEL,30,4451.559504906
ITEL,31,4764.435821549
ITEL,32,5038.618844773
ITEL,33,5223.787959517
ITEL,34,5382.775451379
ITEL,35,5241.33595323
IYOU,22,73.517696022
IYOU,23,39.27012375
IYOU,24,47.322156459
IYOU,25,41.576236861
IYOU,26,57.759228909
IYOU,27,27.67419195
IYOU,28,83.574226013
IYOU,29,71.283123656
IYOU,30,56.569717578
IYOU,31,71.503910913
IYOU,32,78.493231799
IYOU,33,83.704241214
IYOU,34,50.694516192
IYOU,35,71.966890551
J-MAX,22,49.127933174
J-MAX,23,58.762387998
J-MAX,25,29.074014996
J-MAX,26,16.61555786
J-MAX,27,53.916204752
J-MAX,28,17.3477193
J-MAX,29,35.639655655
J-MAX,30,44.422735629
J-MAX,31,14.782155295
J-MAX,32,21.027271917
J-MAX,33,33.6534864
J-MAX,34,44.234671304
JABLOCOM,22,17.097762146
JABLOCOM,23,21.345981114
JABLOCOM,24,5.533528761
JABLOCOM,25,18.978443321
JABLOCOM,26,11.663306979
JABLOCOM,27,4.729350568
JABLOCOM,28,14.215323184
JABLOCOM,29,11.348235506
JABLOCOM,30,12.283857935
JABLOCOM,31,5.444470961
JABLOCOM,32,11.59960278
JABLOCOM,33,13.224695149
JABLOCOM,34,7.4036137
JABLOCOM,35,19.146967234
JIN HUI MA,22,9.037889128
JIN HUI MA,23,19.620968648
JIN HUI MA,24,11.696274574
JIN HUI MA,25,21.896642683
JIN HUI MA,26,26.153790182
JIN HUI MA,27,23.707653226
JIN HUI MA,28,28.155450277
JIN HUI MA,29,34.367141039
JIN HUI MA,30,35.542389077
JIN HUI MA,31,32.136886341
JIN HUI MA,32,24.705139708
JIN HUI MA,33,40.076339662
JIN HUI MA,34,22.435867432
JIN HUI MA,35,39.767272114
JINGSTON,22,19.198583095
JINGSTON,24,11.993630503
JINGSTON,25,7.413175237
JINGSTON,27,4.586997753
JINGSTON,28,8.219830723
JINGSTON,31,9.076706111
JINGSTON,33,19.743401806
JINGSTON,35,2.201587713
JINI,22,13.754428722
JINI,23,12.267535918
JINI,24,16.131411308
JINI,25,2.709039595
JINI,26,10.999712507
JINI,27,19.306533612
JINI,28,14.055041182
JINI,29,17.941282939
JINI,30,36.642265316
JINI,31,36.025897845
JINI,32,27.655410674
JINI,33,57.745078971
JINI,34,34.295457049
JINI,35,34.134680734
JINPENG,22,10.966230088
JINPENG,23,17.41181522
JINPENG,24,19.464706072
JINPENG,25,14.999712017
JINPENG,26,6.848045139
JINPENG,27,0.7528383474
JINPENG,28,3.492618829
JINPENG,29,8.098087666
JINPENG,30,15.929638816
JINPENG,31,12.667749481
JINPENG,32,14.89256331
JINPENG,33,18.798757359
JINPENG,34,6.881680647
JINPENG,35,7.664471027
KALIHO,22,4.57498292
KALIHO,23,9.344865638
KALIHO,24,7.255963975
KALIHO,25,19.208515462
KALIHO,26,7.221204008
KALIHO,27,2.272834174
KALIHO,28,19.456477373
KALIHO,29,8.201681945
KALIHO,30,1.939776771
KALIHO,31,3.0819977
KALIHO,32,0.7717723216
KALIHO,33,15.490991297
KALIHO,34,11.334154534
KALIHO,35,18.230146498
KARBONN,22,30.828888101
KARBONN,23,29.244936238
KARBONN,24,19.208836598
KARBONN,25,27.460277347
KARBONN,26,13.900376602
KARBONN,33,40.539375953
KARBONN,34,10.381487501
KARBONN,35,5.041267513
KECHAO,22,151.130929479
KECHAO,23,257.323900998
KECHAO,24,181.411168999
KECHAO,25,212.358041364
KECHAO,26,222.555893533
KECHAO,27,165.166188435
KECHAO,28,129.44433967
KECHAO,29,177.676298984
KECHAO,30,211.325152724
KECHAO,31,248.315131767
KECHAO,32,193.45970518
KECHAO,33,240.708429195
KECHAO,34,226.10510343
KECHAO,35,218.568850896
KIMFLY,23,6.848389336
KIMFLY,24,2.121555747
KIMFLY,25,16.572865475
KIMFLY,34,6.672792324
KIMFLY,35,18.575506206
KINGSTAR,22,2166.052781642
KINGSTAR,23,2806.247720059
KINGSTAR,24,2666.847855692
KINGSTAR,25,2561.184354548
KINGSTAR,26,2683.394485496
KINGSTAR,27,2371.841571216
KINGSTAR,28,2752.443148905
KINGSTAR,29,2882.29394675
KINGSTAR,30,2585.185869996
KINGSTAR,31,2836.436338908
KINGSTAR,32,2772.795734692
KINGSTAR,33,3127.153045505
KINGSTAR,34,3258.253421497
KINGSTAR,35,3288.26661987
KINGZONE,22,3.977938004
KINGZONE,23,5.720466939
KINGZONE,33,17.531389286
KINGZONE,34,18.457181064
KINGZONE,35,6.219676708
KOLOR,22,30.305852201
KOLOR,23,36.464615855
KOLOR,24,27.837413884
KOLOR,25,34.00060615
KOLOR,26,31.60976098
KOLOR,27,26.004192127
KOLOR,28,35.608202822
KOLOR,29,12.266004423
KOLOR,30,37.497877814
KOLOR,31,15.757560404
KOLOR,32,8.150790597
KOLOR,33,37.718344214
KOLOR,34,6.093271508
KOLOR,35,41.140714727
KONKA,22,15.654833589
KONKA,23,13.207027072
KONKA,24,4.22269115
KONKA,25,12.788983194
KONKA,26,5.330247448
KONKA,27,6.09485638
KONKA,28,6.907293291
KONKA,29,4.092475814
KONKA,30,4.486644353
KONKA,31,4.344500294
KONKA,32,8.593872227
KONKA,33,6.963882037
KONKA,34,13.273091437
KONKA,35,8.399082158
KZG,22,39.173817987
KZG,23,31.059520773
KZG,24,39.112448659
KZG,25,35.353485388
KZG,26,4.205290463
KZG,27,0.672890417
KZG,28,6.927382036
KZG,29,30.864197098
KZG,30,9.412105451
KZG,31,19.185576603
KZG,32,22.027038125
KZG,33,30.35782512
KZG,34,5.578521776
KZG,35,41.303817624
LANSHUO,27,8.101641062
LANSHUO,28,6.550676543
LANSHUO,29,16.37457084
LANSHUO,30,8.423661462
LANSHUO,31,4.955632351
LANSHUO,32,7.971480995
LANSHUO,33,6.465841529
LANSHUO,35,3.488287264
LAVA,22,2824.624161293
LAVA,23,3488.767685168
LAVA,24,3478.094084763
LAVA,25,2940.434952336
LAVA,26,2931.438296558
LAVA,27,3222.27483303
LAVA,28,3137.499714967
LAVA,29,3551.953347146
LAVA,30,3015.790971779
LAVA,31,3845.132051606
LAVA,32,4005.448291334
LAVA,33,4124.216760705
LAVA,34,4309.429201824
LAVA,35,4340.261572863
LEAGOO,22,13.186559412
LEAGOO,23,10.398203782
LEAGOO,24,4.441944706
LEAGOO,25,8.871230844
LEAGOO,26,13.981332391
LEAGOO,27,12.383650165
LEAGOO,28,18.564206324
LEAGOO,29,11.142510886
LEAGOO,30,15.04138835
LEAGOO,31,2.971381278
LEAGOO,32,15.018227631
LEAGOO,33,6.443279706
LEAGOO,34,8.728823824
LEAGOO,35,19.000600871
LECOM,22,62.192930854
LECOM,23,55.532670322
LECOM,24,58.97175488
LECOM,25,81.281974389
LECOM,26,92.950305089
LECOM,27,73.287517798
LECOM,28,80.71798565
LECOM,29,35.388616799
LECOM,30,39.393664963
LECOM,31,58.444714279
LECOM,32,75.147627421
LECOM,33,67.907373414
LECOM,34,77.288601244
LECOM,35,73.672927862
LEMON,22,27.246377368
LEMON,23,22.359671625
LEMON,24,13.194986122
LEMON,25,21.958154086
LEMON,26,24.838065603
LEMON,27,12.033587276
LEMON,28,0.7102601352
LEMON,29,1.619301115
LEMON,30,30.405249742
LEMON,31,23.658315199
LEMON,32,24.297513121
LEMON,33,20.106095792
LEMON,34,27.961072088
LEMON,35,29.914573605
LENOVO,22,1171.822857868
LENOVO,23,1554.938457452
LENOVO,24,1621.923328546
LENOVO,25,1246.504470469
LENOVO,26,1282.903093656
LENOVO,27,1265.730323019
LENOVO,28,1281.850325127
LENOVO,29,1413.905324237
LENOVO,30,1467.520937071
LENOVO,31,1670.013801084
LENOVO,32,1553.845522978
LENOVO,33,1540.97914945
LENOVO,34,1872.077498199
LENOVO,35,1648.323636784
LEPHONE,22,92.726127877
LEPHONE,23,152.751441286
LEPHONE,24,139.103241497
LEPHONE,25,77.868060488
LEPHONE,26,133.964004785
LEPHONE,27,61.077808349
LEPHONE,28,49.663150171
LEPHONE,29,130.375553037
LEPHONE,30,188.990026752
LEPHONE,31,139.548272638
LEPHONE,32,161.006778679
LEPHONE,33,129.251024221
LEPHONE,34,187.766636869
LEPHONE,35,166.732569834
LESOM,22,38.93741821
LESOM,23,56.37436276
LESOM,24,22.958335151
LESOM,25,12.862657625
LESOM,26,57.853827074
LESOM,27,34.226507638
LESOM,28,44.661918883
LESOM,29,11.480018688
LESOM,30,9.746469128
LESOM,31,35.124403354
LESOM,32,40.251046121
LESOM,33,34.604995615
LESOM,34,50.282393578
LESOM,35,19.707164517
LESUN,22,18.720460053
LESUN,23,5.688995192
LESUN,24,20.847210897
LESUN,25,18.000718297
LESUN,26,19.956487148
LESUN,27,6.279780907
LESUN,28,10.748637509
LESUN,29,12.174453046
LESUN,30,4.77920435
LESUN,31,1.460574803
LESUN,32,19.727904864
LESUN,33,10.998422513
LESUN,34,9.851890038
LESUN,35,3.354969202
LG,22,466.118826818
LG,23,525.255016657
LG,24,519.761855942
LG,25,470.916090629
LG,26,409.149325618
LG,27,427.879234949
LG,28,384.624569345
LG,29,556.372543326
LG,30,513.949473655
LG,31,508.26220593
LG,32,436.922484579
LG,33,483.361740544
LG,34,572.299048505
LG,35,483.444010367
LINNEX,22,38.551300286
LINNEX,23,53.955429699
LINNEX,24,38.968373347
LINNEX,25,67.571347665
LINNEX,26,44.844437054
LINNEX,27,99.500216098
LINNEX,28,19.418840715
LINNEX,29,69.032527853
LINNEX,30,59.710818006
LINNEX,31,63.03568751
LINNEX,32,85.740711849
LINNEX,33,70.304610254
LINNEX,34,75.744575189
LINNEX,35,91.372295845
LINNEX ELECTRONICS,22,203.996500445
LINNEX ELECTRONICS,23,251.223689322
LINNEX ELECTRONICS,24,308.315370583
LINNEX ELECTRONICS,25,214.300672709
LINNEX ELECTRONICS,26,258.430344121
LINNEX ELECTRONICS,27,223.840047247
LINNEX ELECTRONICS,28,288.682084543
LINNEX ELECTRONICS,29,217.37517245
LINNEX ELECTRONICS,30,325.833126826
LINNEX ELECTRONICS,31,347.796100874
LINNEX ELECTRONICS,32,294.840280038
LINNEX ELECTRONICS,33,327.004914897
LINNEX ELECTRONICS,34,428.233761445
LINNEX ELECTRONICS,35,278.033297983
LITEEL,22,954.612687508
LITEEL,23,1264.514015809
LITEEL,24,1222.142184609
LITEEL,25,1116.2123782
LITEEL,26,1149.143003671
LITEEL,27,1054.245402491
LITEEL,28,1041.191836906
LITEEL,29,1266.071013923
LITEEL,30,1070.390837429
LITEEL,31,1430.753286956
LITEEL,32,1357.063284788
LITEEL,33,1418.876979203
LITEEL,34,1422.900174935
LITEEL,35,1368.374044081
LULU CENTER,22,34.292098294
LULU CENTER,23,25.310136941
LULU CENTER,24,16.783515777
LULU CENTER,25,36.576816957
LULU CENTER,26,27.747132224
LULU CENTER,27,23.666026892
LULU CENTER,28,11.433166399
LULU CENTER,29,34.359647021
LULU CENTER,30,15.784798295
LULU CENTER,31,23.59857624
LULU CENTER,32,16.575415309
LULU CENTER,33,30.937931975
LULU CENTER,34,7.622723261
LULU CENTER,35,0.916195728
M-HORSE,22,2.231832469
M-HORSE,23,1.56591843
M-HORSE,24,18.426095551
M-HORSE,25,13.182977143
M-HORSE,26,14.25934914
M-HORSE,27,18.596000473
M-HORSE,28,17.497000221
M-HORSE,29,1.175858
M-HORSE,30,4.522041759
M-HORSE,31,13.585161061
M-HORSE,32,11.834071297
M-HORSE,33,4.503364173
M-HORSE,34,5.640962379
M-HORSE,35,10.82927041
M.S. SOHA,22,15.014405515
M.S. SOHA,23,6.148182759
M.S. SOHA,24,45.518683817
M.S. SOHA,25,15.687480112
M.S. SOHA,26,12.793180184
M.S. SOHA,27,18.398529577
M.S. SOHA,28,18.69729965
M.S. SOHA,29,9.998521107
M.S. SOHA,30,17.594750036
M.S. SOHA,31,19.631426146
M.S. SOHA,32,24.043663259
M.S. SOHA,33,20.166740712
M.S. SOHA,34,26.199982796
M.S. SOHA,35,17.884968056
MAGICON,22,13.423621598
MAGICON,23,9.271248541
MAGICON,24,7.626194965
MAGICON,25,6.358522608
MAGICON,26,12.127963162
MAGICON,27,19.709978845
MAGICON,28,8.918588344
MAGICON,29,20.431949702
MAGICON,30,3.500301909
MAGICON,31,18.453323123
MAGICON,32,14.940219241
MAGICON,33,6.555636516
MAGICON,34,3.875346555
MAGICON,35,18.136173522
MAGNUS,22,29.474130259
MAGNUS,23,44.792732784
MAGNUS,24,40.542527713
MAGNUS,25,42.653555878
MAGNUS,26,38.607342778
MAGNUS,27,22.067080668
MAGNUS,28,43.545632365
MAGNUS,29,57.552392012
MAGNUS,30,42.672796269
MAGNUS,31,37.079370419
MAGNUS,32,43.363795585
MAGNUS,33,52.743886259
MAGNUS,34,58.067516688
MAGNUS,35,56.280091839
MAK MOBILITY PRIVATE LIMITED,31,17.462588948
MAK MOBILITY PRIVATE LIMITED,32,4.482798318
MAK MOBILITY PRIVATE LIMITED,33,7.951457519
MAK MOBILITY PRIVATE LIMITED,34,12.106162807
MAK MOBILITY PRIVATE LIMITED,35,19.108534011
MAXIMUS,22,1108.519084994
MAXIMUS,23,1301.03457497
MAXIMUS,24,1078.131541004
MAXIMUS,25,1089.622816928
MAXIMUS,26,1184.910888287
MAXIMUS,27,977.420519874
MAXIMUS,28,1041.359457012
MAXIMUS,29,1116.895428266
MAXIMUS,30,886.972210239
MAXIMUS,31,1158.397047066
MAXIMUS,32,1152.539443213
MAXIMUS,33,1235.858462212
MAXIMUS,34,1188.929612026
MAXIMUS,35,1148.555779898
MAXIS MOBILE,22,17.235193176
MAXIS MOBILE,23,20.364331312
MAXIS MOBILE,24,20.912083324
MAXIS MOBILE,25,4.320260518
MAXIS MOBILE,26,19.967478735
MAXIS MOBILE,27,8.231317685
MAXIS MOBILE,28,7.731755169
MAXIS MOBILE,29,10.453293484
MAXIS MOBILE,30,9.033161952
MAXIS MOBILE,31,5.587957408
MAXIS MOBILE,32,22.095491866
MAXIS MOBILE,33,10.042181885
MAXIS MOBILE,34,7.813959337
MAXIS MOBILE,35,4.50984035
MAXTELFZE,22,15.847897963
MAXTELFZE,23,3.432991527
MAXTELFZE,24,2.791750347
MAXTELFZE,25,4.491955657
MAXTELFZE,29,1.779211991
MAXTELFZE,30,16.072939884
MAXTELFZE,31,6.701892687
MAXTELFZE,32,2.135100476
MAXTELFZE,33,12.516250858
MAXTELFZE,34,5.359240569
MAXTELFZE,35,19.650906416
MEEM,22,16.397331756
MEEM,23,10.313430822
MEEM,24,17.55491271
MEEM,25,2.164118814
MEEM,26,7.576907104
MEEM,27,8.770599286
MEEM,28,16.543584096
MEEM,29,15.834610248
MEEM,30,19.868627103
MEEM,31,14.107858971
MEEM,32,18.703379093
MEEM,33,5.478877266
MEEM,34,5.911835879
MEEM,35,5.231719952
MEIZU,22,17.159221727
MEIZU,23,7.431592916
MEIZU,24,16.608272993
MEIZU,25,15.178132643
MEIZU,26,12.484592519
MEIZU,27,2.784680797
MEIZU,28,16.336234191
MEIZU,29,4.827975159
MEIZU,30,18.448635863
MEIZU,31,19.326904566
MEIZU,32,14.993463621
MEIZU,33,10.630199303
MEIZU,34,15.464190091
MEIZU,35,4.176417579
MERA ONE DIGITAL,22,50.904691014
MERA ONE DIGITAL,23,92.326321807
MERA ONE DIGITAL,24,104.326918333
MERA ONE DIGITAL,25,76.500715699
MERA ONE DIGITAL,26,54.534065652
MERA ONE DIGITAL,27,107.111177403
MERA ONE DIGITAL,28,70.531436264
MERA ONE DIGITAL,29,90.911457335
MERA ONE DIGITAL,30,79.907878049
MERA ONE DIGITAL,31,65.947807542
MERA ONE DIGITAL,32,67.880352752
MERA ONE DIGITAL,33,103.968364606
MERA ONE DIGITAL,34,88.961427781
MERA ONE DIGITAL,35,70.269019842
METROCEM,23,0.8892391741
METROCEM,24,10.354724251
METROCEM,25,6.741846695
METROCEM,28,17.480646471
METROCEM,29,7.236375271
METROCEM,30,12.397844894
METROCEM,31,12.747363631
METROCEM,32,9.858038741
METROCEM,33,18.936714659
METROCEM,34,10.946517615
METROCEM,35,1.815505712
MICROMAX,22,1628.101995698
MICROMAX,23,1903.654417035
MICROMAX,24,1796.539853027
MICROMAX,25,1549.16654723
MICROMAX,26,1781.642743641
MICROMAX,27,1663.222659728
MICROMAX,28,1738.141027473
MICROMAX,29,1624.44087587
MICROMAX,30,1810.462520689
MICROMAX,31,1943.056954264
MICROMAX,32,1942.062456618
MICROMAX,33,2273.217805395
MICROMAX,34,2212.298477549
MICROMAX,35,2122.236838155
MICROSOFT,22,381.822002476
MICROSOFT,23,355.697983835
MICROSOFT,24,428.172868034
MICROSOFT,25,318.017503737
MICROSOFT,26,423.979393155
MICROSOFT,27,300.599659486
MICROSOFT,28,311.030206706
MICROSOFT,29,319.339319346
MICROSOFT,30,354.845023241
MICROSOFT,31,419.418545279
MICROSOFT,32,413.610084979
MICROSOFT,33,359.906877363
MICROSOFT,34,370.943220263
MICROSOFT,35,359.756318683
MOTOROLA,22,176.536476441
MOTOROLA,23,204.620613823
MOTOROLA,24,194.969521302
MOTOROLA,25,113.568346388
MOTOROLA,26,103.255947884
MOTOROLA,27,222.010827945
MOTOROLA,28,139.49385613
MOTOROLA,29,194.297341273
MOTOROLA,30,202.825309043
MOTOROLA,31,248.774675276
MOTOROLA,32,173.800337567
MOTOROLA,33,204.780504351
MOTOROLA,34,214.661413719
MOTOROLA,35,219.948222674
MYCELL,22,430.005580532
MYCELL,23,481.359016871
MYCELL,24,363.460872446
MYCELL,25,367.47021501
MYCELL,26,357.663480702
MYCELL,27,416.382514635
MYCELL,28,385.344341424
MYCELL,29,345.924902398
MYCELL,30,426.704932486
MYCELL,31,473.869502701
MYCELL,32,423.367600897
MYCELL,33,430.74576675
MYCELL,34,501.946189766
MYCELL,35,427.013064638
NAMIRA,22,13.499694079
NAMIRA,23,21.709885426
NAMIRA,24,16.279775831
NAMIRA,25,21.233578854
NAMIRA,26,11.61533142
NAMIRA,27,23.240135499
NAMIRA,28,25.136450506
NAMIRA,29,7.61014667
NAMIRA,30,18.653308227
NAMIRA,31,38.316725092
NAMIRA,32,38.683075498
NAMIRA,33,38.592318793
NAMIRA,34,29.695031843
NAMIRA,35,26.174367124
NATIONAL STORE,22,29.942587667
NATIONAL STORE,23,10.985019707
NATIONAL STORE,24,33.761117161
NATIONAL STORE,25,16.513489426
NATIONAL STORE,26,8.466580805
NATIONAL STORE,27,32.972819622
NATIONAL STORE,28,13.998350075
NATIONAL STORE,29,12.194755348
NATIONAL STORE,30,26.286265691
NATIONAL STORE,31,5.540788106
NATIONAL STORE,32,43.495921272
NATIONAL STORE,33,18.571435581
NATIONAL STORE,34,32.267245389
NATIONAL STORE,35,20.760605386
NAVTECH,22,23.237511588
NAVTECH,23,19.659323153
NAVTECH,24,16.289369164
NAVTECH,25,37.165372637
NAVTECH,26,6.573641318
NAVTECH,27,24.247445243
NAVTECH,28,11.677187097
NAVTECH,29,6.052450802
NAVTECH,30,17.558674524
NAVTECH,31,13.416857534
NAVTECH,32,38.374733314
NAVTECH,33,33.735856859
NAVTECH,34,15.337461136
NAVTECH,35,3.720211462
NEXUS,22,2.499837588
NEXUS,23,3.883010967
NEXUS,24,20.126420606
NEXUS,25,0.8503094248
NEXUS,26,18.843872604
NEXUS,27,6.964829683
NEXUS,28,2.790610906
NEXUS,29,3.390353537
NEXUS,30,8.65350877
NEXUS,31,16.451795228
NEXUS,32,17.443881242
NEXUS,33,18.460581737
NEXUS,34,18.007493343
NEXUS,35,32.321735779
NOKIA,22,25316.413331687
NOKIA,23,30045.608037654
NOKIA,24,29806.779024721
NOKIA,25,25540.033103999
NOKIA,26,26410.540440707
NOKIA,27,26642.193315639
NOKIA,28,26481.203895547
NOKIA,29,27284.844238075
NOKIA,30,27948.993516494
NOKIA,31,29930.42405791
NOKIA,32,30111.71806246
NOKIA,33,30694.96674506
NOKIA,34,32855.418178
NOKIA,35,31976.642967002
NSP TEL-BD,22,20.957841989
NSP TEL-BD,23,47.337081565
NSP TEL-BD,24,41.086402467
NSP TEL-BD,25,46.491018589
NSP TEL-BD,26,32.243649372
NSP TEL-BD,27,7.259937362
NSP TEL-BD,28,33.65733647
NSP TEL-BD,29,35.921241354
NSP TEL-BD,30,47.316953256
NSP TEL-BD,31,37.489315779
NSP TEL-BD,32,26.039716729
NSP TEL-BD,33,47.449963347
NSP TEL-BD,34,58.115969722
NSP TEL-BD,35,49.872290117
NTT DOCOMO,22,13.066223102
NTT DOCOMO,23,20.2074402
NTT DOCOMO,24,2.186202035
NTT DOCOMO,25,1.52017762
NTT DOCOMO,27,5.234624781
NTT DOCOMO,28,6.865514847
NTT DOCOMO,29,18.532088878
NTT DOCOMO,31,17.906748514
NTT DOCOMO,32,15.550219552
NTT DOCOMO,33,9.712339237
NTT DOCOMO,34,17.403367281
NTT DOCOMO,35,20.9564975
OBI,22,43.292418534
OBI,23,50.07963343
OBI,24,74.522748999
OBI,25,65.570021953
OBI,26,43.152818831
OBI,27,59.029218038
OBI,28,77.980607557
OBI,29,45.582545974
OBI,30,53.653994912
OBI,31,40.572067277
OBI,32,80.11326488
OBI,33,29.536716763
OBI,34,31.123301103
OBI,35,24.209722965
OCTENN,22,38.136009746
OCTENN,23,66.179691804
OCTENN,24,49.356539665
OCTENN,25,49.434724857
OCTENN,26,81.627792839
OCTENN,27,72.474480213
OCTENN,28,54.348119193
OCTENN,29,99.035476525
OCTENN,30,73.460521874
OCTENN,31,82.267139412
OCTENN,32,74.123516061
OCTENN,33,106.95133487
OCTENN,34,71.373063208
OCTENN,35,123.163513325
OK MOBILE,22,7.094211863
OK MOBILE,23,5.904636889
OK MOBILE,24,6.23564556
OK MOBILE,25,0.5775613209
OK MOBILE,26,17.549587717
OK MOBILE,27,2.775417894
OK MOBILE,28,2.623820495
OK MOBILE,29,6.234731873
OK MOBILE,30,18.886977473
OK MOBILE,31,4.259045697
OK MOBILE,32,15.413769314
OK MOBILE,33,13.961860978
OK MOBILE,34,7.915630735
OK MOBILE,35,14.033798772
OKAPIA,22,493.122468733
OKAPIA,23,663.771402186
OKAPIA,24,674.38325887
OKAPIA,25,568.978991102
OKAPIA,26,649.424900366
OKAPIA,27,566.59897496
OKAPIA,28,604.575513708
OKAPIA,29,671.803611007
OKAPIA,30,600.70176331
OKAPIA,31,746.597592494
OKAPIA,32,699.704631045
OKAPIA,33,772.078988961
OKAPIA,34,849.211942708
OKAPIA,35,734.055445324
OKING,22,18.827450055
OKING,23,4.701918093
OKING,24,1.171432282
OKING,25,13.339630302
OKING,26,17.922639599
OKING,27,1.401750724
OKING,28,20.119502838
OKING,29,15.176222605
OKING,30,1.80868908
OKING,31,11.415693124
OKING,32,0.7896114119
OKING,33,14.200105174
OKING,34,0.4083528399
OKING,35,4.801335875
OMES,22,3.958340264
OMES,23,14.112627661
OMES,24,20.542368794
OMES,25,4.616483771
OMES,26,16.408379221
OMES,27,9.770748824
OMES,28,17.885865772
OMES,29,8.548183394
OMES,30,5.257026223
OMES,31,6.73865294
OMES,32,4.071622386
OMES,33,10.494937671
OMES,34,9.511596123
OMES,35,10.486965923
ONEPLUS,22,85.248797219
ONEPLUS,23,105.331138756
ONEPLUS,24,98.380444778
ONEPLUS,25,118.76300498
ONEPLUS,26,93.65905625
ONEPLUS,27,109.552119608
ONEPLUS,28,102.701249613
ONEPLUS,29,94.986273719
ONEPLUS,30,107.096870407
ONEPLUS,31,119.953495926
ONEPLUS,32,97.245473646
ONEPLUS,33,122.256656762
